id	organism	seedid	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	ncbiid	platform	kbaseid	kingdom	phylum	class	order	family	genus	species	file
Propionibacterium_freudenreichii_subsp_shermanii_CIRM_BIA1	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1 (754252.3)	Aerotolerant	Saccharolytic, fermentative	Positive	Probiotic	638	1180	931	chenry	09/10/14	754252	Kbase	kb|g.3231	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii	agora/Propionibacterium_freudenreichii_subsp_shermanii_CIRM_BIA1.xml
Propionibacterium_granulosum_DSM_20700	Propionibacterium granulosum DSM 20700		Facultative anaerobe	Saccharolytic, fermentative	Positive		549	1169	946	chenry	04/15/16	1160719	Kbase	kb|g.207782	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium granulosum	agora/Propionibacterium_granulosum_DSM_20700.xml
Propionibacterium_jensenii_DSM_20535	Propionibacterium jensenii DSM 20535		Facultative anaerobe	Saccharolytic, fermentative	Positive		768	1283	1032	chenry	04/15/16	1122997	Kbase	kb|g.207245	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium jensenii	agora/Propionibacterium_jensenii_DSM_20535.xml
Propionibacterium_propionicum_F0230a	Propionibacterium propionicum F0230a	Propionibacterium propionicum F0230a (767029.3)	Facultative anaerobe	Saccharolytic, fermentative	Positive	Opportunistic pathogen	784	1313	1032	chenry	04/15/16	767029	ModelSEED	kb|g.27741	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Arachnia	Pseudopropionibacterium propionicum	agora/Propionibacterium_propionicum_F0230a.xml
Proteus_mirabilis_ATCC_29906	Proteus mirabilis ATCC 29906	Proteus mirabilis ATCC 29906 (525369.4)	Facultative anaerobe	fermentative, respiratory	Negative		1017	1566	1109			525369	ModelSEED	kb|g.2021	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus mirabilis	agora/Proteus_mirabilis_ATCC_29906.xml
Proteus_penneri_ATCC_35198	Proteus penneri ATCC 35198		Facultative anaerobe	Fermentative, respiratory	Negative		2539	1512	1100	Laura Kutt	04/18/16	471881	ModelSEED	kb|g.1703	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus penneri	agora/Proteus_penneri_ATCC_35198.xml
Providencia_alcalifaciens_DSM_30120	Providencia alcalifaciens DSM 30120	Providencia alcalifaciens DSM 30120 (520999.6)	Facultative anaerobe	Fermentative or respiratory, various carbohydrates and amino acids used	Negative	Pathogen	921	1471	1015	Ines Thiele	06/25/12	520999	ModelSEED		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia alcalifaciens	agora/Providencia_alcalifaciens_DSM_30120.xml
Providencia_rettgeri_DSM_1131	Providencia rettgeri DSM 1131	Providencia rettgeri DSM 1131 (521000.6)	Facultative anaerobe	Fermentative or respiratory, various carbohydrates and amino acids used	Negative	Pathogen	1143	1869	1268	Ines Thiele	06/25/12	521000	Kbase		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia rettgeri	agora/Providencia_rettgeri_DSM_1131.xml
Providencia_rustigianii_DSM_4541	Providencia rustigianii DSM 4541	Providencia rustigianii DSM 4541 (500637.6)	Facultative anaerobe	Fermentative or respiratory, various carbohydrates and amino acids used	Negative	Pathogen	1829	1475	1013	Ines Thiele	06/25/12	500637	Kbase		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia rustigianii	agora/Providencia_rustigianii_DSM_4541.xml
Providencia_stuartii_ATCC_25827	Providencia stuartii ATCC 25827	Providencia stuartii ATCC 25827 (471874.6)	Facultative anaerobe	Fermentative or respiratory, various carbohydrates and amino acids used	Negative	Pathogen	991	1589	1063	Ines Thiele	06/25/12	471874	Kbase		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia stuartii	agora/Providencia_stuartii_ATCC_25827.xml
Pseudobutyrivibrio_ruminis_AD2017	Pseudobutyrivibrio ruminis AD2017		Obligate anaerobe	Saccharolytic, fermentative	Negative		622	1176	941	Laura Kutt	04/18/16	1280694	Kbase	kb|g.208698	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	Pseudobutyrivibrio ruminis	agora/Pseudobutyrivibrio_ruminis_AD2017.xml
Pseudoflavonifractor_capillosus_strain_ATCC_29799	Pseudoflavonifractor capillosus strain ATCC 29799	Bacteroides capillosus ATCC 29799 (411467.6)	Obligate anaerobe	Asaccharolytic, some carbohydrates may be weakly fermented	Negative	Commensal	679	1638	1193	Ines Thiele	04/20/12	411467	Kbase		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	Pseudoflavonifractor capillosus	agora/Pseudoflavonifractor_capillosus_strain_ATCC_29799.xml
Pseudomonas_aeruginosa_NCGM2_S1	Pseudomonas aeruginosa NCGM2.S1	Pseudomonas aeruginosa NCGM2.S1 (1089456.3)	Aerobe	Strictly respiratory, amino acids, carbohydrates and fatty acids utilized	Negative	Opportunistic pathogen	1242	1629	1138	Eugen Bauer	08/03/14	1089456	Kbase		Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	agora/Pseudomonas_aeruginosa_NCGM2_S1.xml
Pseudomonas_alcaliphila_34	Pseudomonas alcaliphila 34	Pseudomonas alcaliphila 34 (1248438.3)	Aerobe	Respiratory	Negative		1224	1659	1179	Laura Kutt	04/19/16	1248438	Kbase	kb|g.25866	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas alcaliphila	agora/Pseudomonas_alcaliphila_34.xml
Pseudomonas_fluorescens_PfO_1	Pseudomonas fluorescens PfO-1	Pseudomonas fluorescens Pf0-1 (205922.5)	Aerobe	Respiratory	Negative		1286	1677	1228			205922	Kbase	kb|g.353	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	agora/Pseudomonas_fluorescens_PfO_1.xml
Pseudomonas_monteilii_NBRC_103158	Pseudomonas monteilii NBRC 103158 = DSM 14164		Aerobe	Respiratory	Negative		1269	1663	1228	Laura Kutt	04/19/16	1215110	ModelSEED	kb|g.242449	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii	agora/Pseudomonas_monteilii_NBRC_103158.xml
Pseudomonas_monteilii_QM	Pseudomonas monteilii QM	Pseudomonas monteilii QM (1123524.3)	Aerobe	Respiratory	Negative		1352	1713	1241			1123524	ModelSEED	kb|g.24403	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monteilii	agora/Pseudomonas_monteilii_QM.xml
Pseudomonas_nitroreducens_HBP1	Pseudomonas nitroreducens HBP1		Aerobe	Respiratory	Negative		1480	1635	1222	Laura Kutt	04/19/16	1437882	Kbase	kb|g.214879	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas nitroreducens	agora/Pseudomonas_nitroreducens_HBP1.xml
Pseudomonas_oleovorans_MOIL14HWK12	Pseudomonas oleovorans MOIL14HWK12		Aerobe	Respiratory	Negative		1152	1643	1222	Laura Kutt	04/19/16	1033992	Kbase	kb|g.206609	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas oleovorans	agora/Pseudomonas_oleovorans_MOIL14HWK12.xml
Pseudomonas_putida_F1	Pseudomonas putida F1	Pseudomonas putida F1 (351746.6)	Aerobe	Respiratory	Negative		1290	1718	1259			351746	Kbase	kb|g.1033	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	agora/Pseudomonas_putida_F1.xml
Pseudomonas_stutzeri_DSM_4166	Pseudomonas stutzeri DSM 4166	Pseudomonas stutzeri DSM 4166 (996285.3)	Aerobe	Respiratory	Negative		1098	1607	1165			996285	Kbase	kb|g.3863	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	agora/Pseudomonas_stutzeri_DSM_4166.xml
Pseudoramibacter_alactolyticus_ATCC_23263	Pseudoramibacter alactolyticus ATCC 23263	Pseudoramibacter alactolyticus ATCC 23263 (887929.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive		731	1117	924	Laura Kutt	04/18/16	887929	Kbase	kb|g.3589	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter	Pseudoramibacter alactolyticus	agora/Pseudoramibacter_alactolyticus_ATCC_23263.xml
Pyramidobacter_piscolens_W5455	Pyramidobacter piscolens W5455	Pyramidobacter piscolens W5455 (352165.3)	Obligate anaerobe	Asaccharolytic, fermentative	Negative		693	1164	931	Laura Kutt	04/19/16	352165	Kbase	kb|g.1034	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	Pyramidobacter piscolens	agora/Pyramidobacter_piscolens_W5455.xml
Ralstonia_sp_5_7_47FAA	Ralstonia sp. 5_7_47FAA	Ralstonia sp. 5_7_47FAA (658664.3)	Aerobe	Strictly aerobic, respiratory	Negative	Commensal	1137	1485	1065	Ines Thiele	06/29/12	658664	ModelSEED		Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii	agora/Ralstonia_sp_5_7_47FAA.xml
Raoultella_planticola_ATCC_33531	Raoultella planticola ATCC 33531		Facultative anaerobe	Fermentative, respiratory	Negative		1483	1918	1279	Laura Kutt	04/18/16	1005996	ModelSEED	kb|g.242501	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella planticola	agora/Raoultella_planticola_ATCC_33531.xml
Rhodococcus_equi_ATCC_33707	Rhodococcus equi  NBRC 101255 = C 701		Aerobe	Saccharolytic	Positive		1120	1526	1120	Laura Kutt	05/29/16	525370	ModelSEED	kb|g.208134	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus hoagii	agora/Rhodococcus_equi_ATCC_33707.xml
Rhodococcus_equi_NBRC_101255	Rhodococcus equi ATCC 33707	Rhodococcus equi ATCC 33707 (525370.3)	Aerobe	Saccharolytic	Positive		1245	1572	1137	chenry	04/15/16	1219013	ModelSEED	kb|g.26854	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus hoagii	agora/Rhodococcus_equi_NBRC_101255.xml
Rhodococcus_erythropolis_PR4	Rhodococcus erythropolis PR4	Rhodococcus erythropolis PR4 (234621.6)	Aerobe	Saccharolytic	Positive	Opportunistic pathogen	1414	1585	1152			234621	Kbase	kb|g.461	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus erythropolis	agora/Rhodococcus_erythropolis_PR4.xml
Rhodococcus_rhodochrous_ATCC_21198	Rhodococcus rhodochrous ATCC 21198		Aerobe	Saccharolytic	Positive		1274	1558	1170	chenry	04/15/16	1429046	Kbase	kb|g.214743	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus rhodochrous	agora/Rhodococcus_rhodochrous_ATCC_21198.xml
Roseburia_hominis_A2_183	Roseburia hominis A2-183	Roseburia hominis A2-183 (585394.18)	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Negative	Commensal	730	1150	919	chenry	09/10/14	585394	ModelSEED	kb|g.26995	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia hominis	agora/Roseburia_hominis_A2_183.xml
Roseburia_intestinalis_L1_82	Roseburia intestinalis L1-82	Roseburia intestinalis L1-82 (536231.5)	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Negative	Commensal	756	2095	1311	Ines Thiele	06/25/12	536231	ModelSEED		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis	agora/Roseburia_intestinalis_L1_82.xml
Roseburia_inulinivorans_DSM_16841	Roseburia inulinivorans DSM 16841	Roseburia inulinivorans DSM 16841 (622312.4)	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Negative	Commensal	681	2063	1304	Ines Thiele	06/25/12	622312	ModelSEED		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	agora/Roseburia_inulinivorans_DSM_16841.xml
Roseomonas_mucosa_ATCC_BAA_692	Roseomonas mucosa ATCC BAA-692		Facultative anaerobe	Saccharolytic, non-fermentative	Negative		1213	1572	1188	Laura Kutt	04/18/16	1448136	ModelSEED	kb|g.242544	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas mucosa	agora/Roseomonas_mucosa_ATCC_BAA_692.xml
Rothia_aeria_F0474	Rothia aeria F0474	Rothia aeria F0474 (1125724.3)	Obligate aerobe	Saccharolytic, respiratory	Positive	Opportunistic pathogen	574	1044	845	chenry	04/15/16	1125724	Kbase	kb|g.24422	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia aeria	agora/Rothia_aeria_F0474.xml
Rothia_dentocariosa_ATCC_17931	Rothia dentocariosa ATCC 17931	Rothia dentocariosa ATCC 17931 (762948.3)	Microaerophile	Fermentative	Positive	Commensal	572	1115	891	chenry	04/15/16	762948	Kbase	kb|g.3274	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia dentocariosa	agora/Rothia_dentocariosa_ATCC_17931.xml
Rothia_mucilaginosa_DY_18	Rothia mucilaginosa DY-18	Rothia mucilaginosa DY-18 (680646.3)	Microaerophile	Fermentative	Positive	Opportunistic pathogen	548	1068	844	chenry	04/15/16	680646	Kbase	kb|g.2950	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	agora/Rothia_mucilaginosa_DY_18.xml
Rudanella_lutea_DSM_19387	Rudanella lutea DSM 19387	Rudanella lutea DSM 19387 (1089547.3)	Aerobe	Respiratory, non fermentative	Negative		960	1341	1106			1089547	Kbase	kb|g.29244	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rudanella	Rudanella lutea	agora/Rudanella_lutea_DSM_19387.xml
Ruminococcaceae_bacterium_D16	Ruminococcaceae bacterium D16	Ruminococcaceae bacterium D16 (552398.3)	Obligate anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	652	1643	1197	Ines Thiele	06/29/12	552398	Kbase		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified Ruminococcaceae genus	Ruminococcaceae bacterium D16	agora/Ruminococcaceae_bacterium_D16.xml
Ruminococcus_albus_7	Ruminococcus albus 7 = DSM 20455	Ruminococcus albus 7 (697329.5)	Obligate anaerobe	Saccharolytic, fermentative	Positive		723	1179	973	Laura Kutt	04/18/16	697329	Kbase	kb|g.242552	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus albus	agora/Ruminococcus_albus_7.xml
Ruminococcus_bicirculans_80_3	Ruminococcus bicirculans 80/3		Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	532	1032	816	Eugen Bauer	06/01/14	1160721	Kbase		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bicirculans	agora/Ruminococcus_bicirculans_80_3.xml
Ruminococcus_bromii_L2_63	Ruminococcus bromii L2-63	Ruminococcus bromii L2-63 (657321.5)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	480	1078	863	Ines Thiele	04/20/12	657321	Kbase		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bromii	agora/Ruminococcus_bromii_L2_63.xml
Ruminococcus_callidus_ATCC_2776001	Ruminococcus callidus ATCC 2776001		Obligate anaerobe	Saccharolytic, fermentative	Positive		565	1142	912	Laura Kutt	04/18/16	411473	ModelSEED	kb|g.215865	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus callidus	agora/Ruminococcus_callidus_ATCC_2776001.xml
Ruminococcus_champanellensis_18P13	Ruminococcus champanellensis 18P13	Ruminococcus sp. 18P13 (213810.4)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	486	882	765	Ines Thiele	06/25/12	213810	ModelSEED		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus champanellensis	agora/Ruminococcus_champanellensis_18P13.xml
Ruminococcus_flavefaciens_ATCC_19208	Ruminococcus flavefaciens ATCC 19208		Obligate anaerobe	Saccharolytic, fermentative	Positive		627	1169	951	Laura Kutt	04/18/16	1336236	Kbase	kb|g.210295	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus flavefaciens	agora/Ruminococcus_flavefaciens_ATCC_19208.xml
Ruminococcus_flavefaciens_FD_1	Ruminococcus flavefaciens FD-1	Ruminococcus flavefaciens FD-1 (641112.4)	Obligate anaerobe	Saccharolytic, fermentative	Positive		733	1148	940	Laura Kutt	05/30/16	641112	Kbase	kb|g.2724	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus flavefaciens	agora/Ruminococcus_flavefaciens_FD_1.xml
Ruminococcus_gauvreauii_DSM_19829	Ruminococcus gauvreauii DSM 19829		Obligate anaerobe	Saccharolytic, fermentative	Positive		955	1275	1034	Laura Kutt	04/18/16	1123075	Kbase	kb|g.207264	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus gauvreauii	agora/Ruminococcus_gauvreauii_DSM_19829.xml
Ruminococcus_gnavus_ATCC_29149	Ruminococcus gnavus ATCC 29149	Ruminococcus gnavus ATCC 29149 (411470.6)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	768	2225	1339	Ines Thiele	06/25/12	411470	Kbase		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] gnavus	agora/Ruminococcus_gnavus_ATCC_29149.xml
Ruminococcus_lactaris_ATCC_29176	Ruminococcus lactaris ATCC 29176	Ruminococcus lactaris ATCC 29176 (471875.6)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	608	2046	1255	Ines Thiele	04/20/12	471875	Kbase		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] lactaris	agora/Ruminococcus_lactaris_ATCC_29176.xml
Ruminococcus_obeum_A2_162	Ruminococcus obeum A2-162	Ruminococcus obeum A2-162 (657314.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	765	1635	1177	Ines Thiele	04/20/12	657314	Kbase		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia obeum	agora/Ruminococcus_obeum_A2_162.xml
Ruminococcus_sp_5_1_39BFAA	Ruminococcus sp. 5_1_39BFAA	Ruminococcus sp. 5_1_39BFAA (457412.4)	Obligate anaerobe	Saccharolytic, fermentative	Structurally positive but may stain negative	Commensal	780	1093	898	Ines Thiele	06/29/12	457412	ModelSEED		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. 5_1_39BFAA	agora/Ruminococcus_sp_5_1_39BFAA.xml
Ruminococcus_sp_SR1_5	Ruminococcus sp. SR1/5	Ruminococcus sp. SR1/5 (657323.3)	Obligate anaerobe	Saccharolytic, fermentative	Structurally positive but may stain negative	Commensal	813	1941	1270	Ines Thiele	04/20/12	657323	ModelSEED		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. SR1/5	agora/Ruminococcus_sp_SR1_5.xml
Ruminococcus_torques_ATCC_27756	Ruminococcus torques ATCC 27756	Ruminococcus torques ATCC 27756 (411460.6)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	588	2274	1195	Ines Thiele	06/29/12	411460	Kbase		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] torques	agora/Ruminococcus_torques_ATCC_27756.xml
Ruminococcus_torques_L2_14	Ruminococcus torques L2-14	Ruminococcus torques L2-14 (657313.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	751	1963	1287	Ines Thiele	04/20/12	657313	Kbase		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] torques	agora/Ruminococcus_torques_L2_14.xml
Salmonella_enterica_enterica_sv_Typhimurium_LT2	Salmonella enterica enterica sv Typhimurium LT2	Salmonella enterica subsp. enterica serovar Typhimurium str. (946034.3)	Facultative anaerobe	Fermentative or respiratory, variety of carbon sources used	Negative	Pathogen	1241	2361	1474	Ines Thiele	08/07/12	1457319	Kbase		Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Lopadostoma	Lopadostoma turgidum	agora/Salmonella_enterica_enterica_sv_Typhimurium_LT2.xml
Scardovia_inopinata_F0304	Scardovia inopinata F0304	Scardovia inopinata F0304 (641146.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	455	1051	847	chenry	04/15/16	641146	Kbase	kb|g.2728	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	Scardovia inopinata	agora/Scardovia_inopinata_F0304.xml
Schlesneria_paludicola_DSM_18645	Schlesneria paludicola DSM 18645	Schlesneria paludicola DSM 18645 (1123242.3)	Facultative anaerobe	Saccharolytic, fermentative	Negative		971	1440	1113			1123242	Kbase	kb|g.24393	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Schlesneria	Schlesneria paludicola	agora/Schlesneria_paludicola_DSM_18645.xml
Selenomonas_ruminantium_AC2024	Selenomonas ruminantium AC2024		Obligate anaerobe	Saccharolytic, fermentative	Negative		699	1260	940	Laura Kutt	04/18/16	1392501	Kbase	kb|g.242786	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas ruminantium	agora/Selenomonas_ruminantium_AC2024.xml
Serratia_fonticola_RB_25	Serratia fonticola RB-25		Facultative anaerobe	Fermentative, respiratory	Negative		1195	1756	1216	Laura Kutt	04/18/16	1441930	Kbase	kb|g.214943	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Chania	Chania multitudinisentens	agora/Serratia_fonticola_RB_25.xml
Serratia_liquefaciens_ATCC_27592	Serratia liquefaciens ATCC 27592		Facultative anaerobe	Fermentative, respiratory	Negative		1319	1816	1249	Laura Kutt	04/18/16	1346614	Kbase	kb|g.210587	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia liquefaciens	agora/Serratia_liquefaciens_ATCC_27592.xml
Serratia_marcescens_subsp_marcescens_Db11	Serratia marcescens Db11	Serratia marcescens Db11 (615.1)	Facultative anaerobe	fermentative, respiratory	Negative		1335	1839	1232			273526	Kbase	kb|g.245248	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens	agora/Serratia_marcescens_subsp_marcescens_Db11.xml
Shigella_dysenteriae_Sd197	Shigella dysenteriae Sd197	Shigella dysenteriae Sd197 (300267.13)	Facultative anaerobe	fermentative, respiratory	Negative		1186	1691	1163			300267	Kbase	kb|g.231	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella dysenteriae	agora/Shigella_dysenteriae_Sd197.xml
Shigella_flexneri_2002017	Shigella flexneri 2002017	Shigella flexneri 2002017 (591020.3)	Facultative anaerobe	fermentative, respiratory	Negative		1258	1756	1192			591020	Kbase	kb|g.2556	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri	agora/Shigella_flexneri_2002017.xml
Shigella_sonnei_Ss046	Shigella sonnei Ss046	Shigella sonnei Ss046 (300269.12)	Facultative anaerobe	fermentative, respiratory	Negative	Opportunistic pathogen	1222	1733	1192			300269	Kbase	kb|g.720	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella sonnei	agora/Shigella_sonnei_Ss046.xml
Silanimonas_lenta_DSM_16282	Silanimonas lenta DSM 16282		Aerobe	Saccharolytic	Negative	Pathogen	613	1218	1011	Laura Kutt	04/19/16	1123253	Kbase	kb|g.207277	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Silanimonas	Silanimonas lenta	agora/Silanimonas_lenta_DSM_16282.xml
Slackia_exigua_ATCC_700122	Slackia exigua ATCC 700122	Slackia exigua ATCC 700122 (649764.3)	Obligate anaerobe	Asaccharolytic, nonfermentative	Positive		542	1042	887	chenry	04/15/16	649764	Kbase	kb|g.2778	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia exigua	agora/Slackia_exigua_ATCC_700122.xml
Slackia_piriformis_YIT_12062	Slackia piriformis YIT 12062	Slackia piriformis YIT 12062 (742818.3)	Obligate anaerobe	Asaccharolytic, nonfermentative	Positive		556	1007	849	chenry	04/15/16	742818	ModelSEED	kb|g.27488	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia piriformis	agora/Slackia_piriformis_YIT_12062.xml
Solobacterium_moorei_DSM_22971	Solobacterium moorei DSM 22971		Obligate anaerobe	Saccharolytic, fermentative	Positive		510	1069	808	Laura Kutt	04/18/16	1123263	ModelSEED	kb|g.207281	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium moorei	agora/Solobacterium_moorei_DSM_22971.xml
Solobacterium_moorei_F0204	Solobacterium moorei F0204	Solobacterium moorei F0204 (706433.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive		507	1070	803	Laura Kutt	05/30/16	706433	ModelSEED	kb|g.3055	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium moorei	agora/Solobacterium_moorei_F0204.xml
Sphingomonas_paucimobilis_HER1398	Sphingomonas paucimobilis HER1398		Anaerobe	Asaccharolytic	Negative		755	1281	1045			1346330	ModelSEED	kb|g.210585	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium paucimobilis	agora/Sphingomonas_paucimobilis_HER1398.xml
