,Treatment,Rep,Sequencing Run,Plate,Row,Column,OD,Acetate,Butyrate,Lactate,Succinate,ER,FP,AC,HB,CC,RI,DP,BH,CA,PC,DL,CG,BF,EL,CH,BO,BT,BU,BV,BC,BY,PJ,DF,BL,BP,BA,BA Fraction,CA Fraction,BT Fraction,BU Fraction,PC Fraction,AC Fraction,BH Fraction,CC Fraction,CG Fraction,ER Fraction,DP Fraction,EL Fraction,BY Fraction,BF Fraction,CD Fraction,RI Fraction,BP Fraction,BV Fraction,CH Fraction,DF Fraction,CS Fraction,PJ Fraction,FP Fraction,EH Fraction,EC Fraction,BC Fraction,HB Fraction,BO Fraction,DL Fraction,BL Fraction,B.cereus Fraction,Total,Unclassified,Contamination?,Experiment No.,Peak30,Peak32,Peak35,Peak41,pH
1643,PC-PJ-BV-BO-BU-EL-FP-CG-ER-RI-CC,1,MiSeqOSV014,19,G,10,2.4125,29.3297,11.6895,25.7227,28.929,1,1,0,,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0.000565611,0.000141403,0.079044118,0.020927602,0,0,0.400876697,0.040299774,0.103223982,0,0.016826923,0,0,0,0.017958145,0.000141403,0.05260181,0,0,0,0.029977376,0.000989819,,0,0.000282805,0,0.236001131,0.000141403,0,0,7136,64,No,12,2.2313,59.5452,35.7707,17.1334,4.887698586
1644,PC-BF-BT-BC-BY-BU-BA-BP-EL-FP-CH-CG-ER-RI-CC-DL-DF,1,MiSeqOSV014,19,H,10,2.6385,42.7741,3.1674,56.3487,18.9073,1,1,0,,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0.033033033,0,0.181038181,0.037323037,0.004147004,0,0,0.077792078,0.013299013,0.027027027,0.000429,0.008151008,0.058630059,0.104819105,0,0.007293007,0.116974117,0.000286,0.019448019,0.047619048,0,0,0.000858001,,0,0.18990419,0,0,0.071929072,0,0,7034,41,No,12,3.524,110.7074,30.1528,31.836,4.539516496
1645,PC-BU-BP-CA-EL-FP-CG-ER-RI-CC-DF,1,MiSeqOSV014,19,A,11,2.5055,41.6277,9.2845,50.2308,4.4779,1,1,0,,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.000266099,0.038052155,0,0.037919106,0.008648217,0,0,0.438265035,0.082091538,0.015566791,0,0.005055881,0,0,0,0.033794572,0.308807877,0,0,0.031399681,0,0,0.000133049,,0,0,0,0,0,0,0,7536,20,No,12,0,79.3821,40.4915,0,5.343600012
1646,PC-PJ-BU-BL-CA-FP-CH-CG-ER-RI-CC-DF,1,MiSeqOSV014,19,B,11,2.6355,40.9303,10.0841,44.2257,13.1571,1,1,0,,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0.00026448,0.001586882,0,0.203782068,0.06268183,0.00013224,0,0.36617297,0.052102618,0.047341973,0,0,0,0,0,0.011769373,0,0.00013224,0.068235916,0.093626025,0,0.04456493,0.000661201,,0,0,0,0,0,0.046945253,0,7600,38,No,12,0,46.489,20.011,23.9924,4
1647,PC-BF-BT-BC-BU-BA-EL-FP-CG-ER-RI-CC-DL,1,MiSeqOSV014,19,C,11,2.3385,40.8002,4.516,57.1379,23.2157,1,1,0,,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0.03021816,0,0.263708726,0.025206368,0.011939858,0.000147406,0.000147406,0.119988208,0.021668632,0.023732311,0,0.007370283,0,0.142393868,0,0.006485849,0,0,0,0,0,0.000147406,0.00103184,,0,0.252505896,0,0,0.093307783,0,0,6811,27,No,12,6.6836,91.0904,31.0834,33.6284,4.08221407
1648,BV-BF-BT-BC-BA-BP-CA-FP-CH-ER-RI-CC-DL-DF,1,MiSeqOSV014,19,D,11,2.2385,47.5476,2.3065,55.3337,16.5361,1,1,0,,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0.079945615,0.000407886,0.205710401,0.000135962,0.000135962,0.000271924,0.000135962,0.063630184,0.000543848,0.012508498,0.000135962,0,0.000407886,0.130659415,0,0.002991162,0.119374575,0.013324269,0.038885112,0.043507818,0,0.000271924,0.000271924,,0,0.223657376,0,0.00067981,0.062134602,0.000271924,0,7405,50,No,12,3.743,21.8269,24.7668,26.4069,4
1649,ER,1,MiSeqOSV014,19,E,11,0.0215,3.0774,0.7704,24.9557,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000422833,0,0,0,0,0.000211416,0,0,0,0.998942918,0,0,0,0,0,0,0,0,0,0.000211416,0,0,0,,0,0.000211416,0,0,0,0,0,4730,0,No,12,0,0,52.5233,0,6.824092136
1650,FP,1,MiSeqOSV014,19,F,11,0.0145,1.003,0,25.3776,0.6981,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017699115,0,0,0,0.008849558,0.008849558,0,0,0,0,0.008849558,0,0,0,0,0,0,0,0,0,0,0,0.946902655,,0,0.008849558,0,0,0,0,0,114,1,No,12,0,0,89.3246,0,6.81050556
1651,CC,1,MiSeqOSV014,19,G,11,2.2205,21.3987,13.448,49.5999,1.0834,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129182,0.000129182,0,0,0,0.999612453,0,0.000129182,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,7741,0,No,12,0,0,30.9393,0,3.70624609
1652,RI,1,MiSeqOSV014,19,H,11,0.0025,0.3975,0,21.8667,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989932886,0.006711409,0,0,0,0,0,0,,0,0,0,0,0.003355705,0,0,298,0,No,12,0,22.1952,0,0,6.871028795
1653,COMM6*AC,1,MiSeqOSV014,19,A,12,2.3255,37.4785,1.7269,44.165,21.6568,1,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.009972931,0.001424704,0.167117823,0.014389514,0.024077504,0,0.00014247,0.105570594,0.011397635,0.002706938,0.004559054,0.003561761,0.057415586,0.079640974,0,0.002564468,0.181934749,0.007550933,0.008833167,0.030488674,0,0.00968799,0.00014247,,0.00014247,0.171819347,0,0.083772617,0.020230802,0.000854823,0,7091,72,No,12,9.5367,98.2289,33.613,27.0009,4.954426712
1654,PC-PJ-BV-BF-BO-BC-BY-BU-DP-BL-BA-BP-CA-EL-FP-BH-CG-ER-RI-CC-DL-DF,1,MiSeqOSV014,19,B,12,2.3215,35.4186,1.7464,39.0097,13.687,1,1,0,,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.027133825,0.003424658,0.000131718,0.015542677,0.006849315,0.000131718,0,0.141728135,0.019889357,0.001580611,0.006849315,0.005136986,0.064805058,0.126053741,0,0.005005269,0.144494204,0.00658588,0,0.035695469,0,0.016332982,0.000131718,,0,0.217597471,0,0.100632244,0.050842993,0.003424658,0,7709,117,No,12,34.9719,91.9362,26.3105,18.8278,4.845711506
1655,PC-PJ-BV-BF-BO-BT-BC-BY-BU-DP-BL-BA-BP-CA-EL-FP-CH-BH-CG-RI-CC-DL-DF,1,MiSeqOSV014,19,C,12,2.3015,43.9337,1.9185,53.6475,22.2286,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.015079128,0.003284563,0.179008659,0.027321589,0.008211406,0,0.000298597,0.100776351,0.011048074,0,0.005971932,0.003284563,0.05091072,0.083756345,0,0.004628247,0.161988653,0.009704389,0.016422813,0.03418931,0,0.008510003,0,,0,0.159898477,0,0.072708271,0.041504927,0.001492983,0,6763,65,No,12,4.61,104.1643,32.7044,33.894,4.779226461
1656,PC-PJ-BV-BF-BO-BT-BC-BY-BU-DP-BL-BA-BP-CA-EL-CH-BH-CG-ER-RI-CC-DL-DF,1,MiSeqOSV014,19,D,12,2.2755,45.7297,2.0302,53.6426,21.0013,1,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.014315642,0.001862197,0.165735568,0.02490689,0.0091946,0,0.000349162,0.106610801,0.012918994,0.004771881,0.004655493,0.004306331,0.058310056,0.086941341,0,0.005121043,0.135125698,0.00698324,0.011987896,0.036196462,0,0.01396648,0,,0,0.180749534,0,0.067388268,0.045972998,0.001629423,0,8721,129,No,12,7.8089,106.8137,31.025,29.5467,4.779226461
1657,PC-PJ-BV-BF-BO-BT-BC-BY-BU-DP-BL-BA-BP-CA-EL-FP-CH-BH-CG-ER-CC-DL-DF,1,MiSeqOSV014,19,E,12,2.3645,35.0457,1.766,42.4518,17.9148,1,1,0,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.011496114,0.001781088,0.168231865,0.028173575,0.007448187,0,0.000647668,0.086301813,0.015382124,0.003076425,0.006476684,0.003724093,0.052137306,0.082901554,0,0,0.17746114,0.012467617,0.015867876,0.038374352,0,0.01117228,0.000161917,,0,0.151068653,0,0.077234456,0.045822539,0.002590674,0,6220,44,No,12,0,74.8895,29.4493,23.3428,4
1658,PC-PJ-BV-BF-BO-BT-BC-BY-BU-DP-BL-BA-BP-CA-EL-FP-CH-BH-CG-ER-RI-DL-DF,1,MiSeqOSV014,19,F,12,2.0695,49.0828,0.0667,58.8269,23.6639,1,1,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.019099591,0.003596676,0.183926578,0.028277316,0.005829096,0,0,0.000496093,0.017983381,0.003968746,0.007441399,0.003968746,0.055314399,0.09686221,0,0.00334863,0.169539873,0.004836909,0.018355451,0.043408161,0,0.014138658,0,,0,0.183554508,0,0.079622969,0.053206003,0.003224606,0,8182,119,No,12,4.8746,110.4163,34.7035,40.7715,3.70624609
1659,PC-PJ-BV-BF-BO-BT-BC-BY-BU-DP-BL-BA-BP-CA-EL-FP-CH-BH-CG-RI-DL-DF,1,MiSeqOSV014,19,G,12,2.1865,39.6179,0,46.0733,21.0803,0,1,0,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.017694064,0.004280822,0.166381279,0.026826484,0.005136986,0,0.000570776,0,0.016980594,0,0.007990868,0.004708904,0.055507991,0.085616438,0,0.002425799,0.191495434,0.005993151,0.016980594,0.058932648,0,0.014982877,0.000285388,,0,0.177226027,0,0.081050228,0.057077626,0.001855023,0,7050,42,No,12,4.3724,93.2074,28.7637,30.4013,4.589714614
1660,BO-BT-BC-BL-BP-EL-FP-CH-AC-BH-ER-RI-CC-DL-DF,0,MiSeqOSV020,20,A,1,2.37,26.8601,31.5787,21.8526,14.4816,1,1,1,,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0.112015889,0.00019861,9.93E-05,0.290665343,0.000397219,0.01509434,0,0.013604767,0,0.006653426,0,9.93E-05,0,0.002383317,0.060873883,0,0.005958292,0.058093347,0,0,0.000496524,,0,0.11122145,0,0.042701092,0.275670308,0.003773585,0,10105,35,No,13,0,104.6535,37.1447,22.9163,5.200635601
1661,PC-PJ-BV-BO-BT-BC-DP-BL-EL-FP-CH-AC-ER-RI-CC,0,MiSeqOSV020,20,B,1,2.475,25.5735,29.8835,20.4844,30.4656,1,1,1,,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0.123949955,0,0.136639857,0.28668454,8.94E-05,0.128954424,0,0.053976765,0.001340483,0.005540661,0,0,0,0.003038427,0,0.014655943,0.019213584,8.94E-05,0,0.000983021,0.000446828,,0,0.164075067,0,0.055138517,0,0.005183199,0,11248,58,No,13,9.4415,131.4487,36.6704,38.596,4.212151599
1662,PC-PJ-BV-BF-BT-BP-EL-FP-AC-ER-RI-CC,0,MiSeqOSV020,20,C,1,1.9,0,51.4108,0,19.8582,1,1,1,,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.11849523,0.000216826,0.069275802,0.406873374,0,0.036426713,0,0.00650477,0,0.03555941,0,0.146357329,0.000216826,0.00227667,0.152211622,0.022441457,0,0,0,0.002818734,0.000325239,,0,0,0,0,0,0,0,9240,16,No,13,0,91.6882,53.4662,20.4196,6.323343219
1663,PC-BV-BF-DP-BL-BA-EL-FP-AC-BH-CG-ER-RI-CC-DF,0,MiSeqOSV020,20,D,1,2.449,32.0931,34.7015,15.4195,17.0093,1,1,1,,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0.123599701,0,0.000186706,0.00028006,0.190347274,0.322628827,9.34E-05,0.029966393,0.030433159,0.00746826,0.000933532,0.00401419,0,0.090365945,0.000186706,0.001680358,0,0.008308439,0,0.186706497,0,0,0.000186706,,0,9.34E-05,0,9.34E-05,9.34E-05,0.002333831,0,10733,21,No,13,0,74.7392,24.9897,15.0869,5.052622912
1664,BL-BP-CA-FP-CH-AC-BH-ER-RI-CC-DF,0,MiSeqOSV020,20,E,1,1.641,25.1946,48.6444,0,1.6477,1,1,1,,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0.073327813,9.20E-05,0.00018401,0.00018401,0.576409973,0.000552029,0.046646426,0,0.010488545,0,0,0,0,0.00018401,0.001840096,0.083172325,0,0.020701076,0.176557181,0,0,0.000368019,,0,0,0,0,0,0.009292483,0,10892,23,No,13,0,20.2756,46.3313,30.7556,6.71619755
1665,BV-BO-BT-DP-BA-CA-FP-AC-ER-RI-CC,0,MiSeqOSV020,20,F,1,2.384,32.5585,31.7721,18.4661,11.1651,1,1,1,,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0.115153656,0.118332745,0.175203108,0.000235488,0.000117744,0.265512775,0.000235488,0.238313906,0,0.024490757,0.002943601,0,0,0,0,0.005298481,0,0.022018133,0,0.003061345,0,0.000117744,0.001059696,,0,0,0,0.027905334,0,0,0,8555,62,No,13,0,30.4126,35.1195,15.3451,6.011656853
1666,BF-BO-BC-BP-FP-CH-AC-ER-RI-CC-DL,0,MiSeqOSV020,20,G,1,2.341,37.8922,24.8193,29.1732,13.094,1,1,1,,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0.000200541,0.000100271,0.000300812,0.000100271,0,0.252882784,0.000200541,0.019452522,0,0.011731676,0,0.000100271,0,0.096761255,0.000401083,0.001504061,0.114208363,0.000200541,0.014539256,0.000100271,0,0,0.000501354,,0,0.14539256,0,0.076606838,0.26471473,0,0,10019,46,No,13,0,13.6755,30.9294,30.3103,4.933292048
1667,PJ-BV-BC-BU-FP-CH-AC-BH-CG-ER-RI-CC,0,MiSeqOSV020,20,H,1,2.425,27.6367,33.4207,6.4024,31.8118,1,1,1,,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,8.92E-05,0,0.02265632,8.92E-05,0.519757381,0.001070377,0.10471858,0.036482027,0.014806886,0,8.92E-05,0,8.92E-05,0.000178396,0.002854339,0,0.029613772,0.037106413,0,0,0.001962358,0.001694764,,0,0.226384801,0,0,0.000356792,0,0,11243,32,No,13,10.8465,14.2871,29.0434,70.7719,4.836808965
1668,PC-BV-BF-BU-BP-FP-CH-AC-ER-RI-CC,0,MiSeqOSV020,20,A,2,2.652,28.8859,25.7965,18.6153,22.4118,1,1,1,,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,8.07E-05,0,0.000161421,0.018321227,0.112590799,0.439870864,0.000161421,0.047780468,0,0.006941082,0,0,0,0.169572236,0,0.002744149,0.149071832,0.030185634,0.021953188,0,0,0,0.000403551,,0,0.000161421,0,0,0,0,0,12417,27,No,13,0,19.8096,41.0363,15.7869,4.84571154
1669,BV-BC-BY-BA-CA-FP-AC-ER-RI-CC-DF,0,MiSeqOSV020,20,B,2,2.061,19.0241,48.0447,0,11.8258,1,1,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0.109683073,0.089090112,7.30E-05,0,0.000146049,0.354315759,0,0.041843143,0,0.006499197,0.000146049,0,0.02073901,7.30E-05,0.000146049,0.002847963,0.000219074,0.020008763,0,0.26559077,0,0,0.000438148,,0,0.088067767,0,7.30E-05,0,0,0,13714,20,No,13,0,16.7645,36.3556,12.5453,6.523147129
1670,PJ-BV-BO-BY-DP-BA-BP-CA-EL-FP-CH-AC-ER-RI-CC,0,MiSeqOSV020,20,C,2,2.456,37.7096,29.124,36.9303,12.9479,1,1,1,,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0.140421264,0.071760737,0.000273548,0.000182365,9.12E-05,0.286678216,9.12E-05,0.030728549,0,0.0262606,0.002644297,0.009482994,0.104495304,9.12E-05,0.000455913,0.006018054,0.162943376,0.033008115,0.007659342,0.000273548,0,0.002370749,0.000820644,,0,0.000364731,0,0.112701742,0.000182365,0,0,11014,47,No,13,0,137.9362,49.7792,10.4795,5.188692197
1671,BO-DP-BL-BP-CA-FP-AC-ER-RI-CC-DF,0,MiSeqOSV020,20,D,2,2.197,34.5899,23.6872,45.8234,0,1,1,1,,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.000162893,0.005212575,0.000162893,8.14E-05,8.14E-05,0.480208503,8.14E-05,0.041374817,0,0.013764457,0.002280502,0,0.000162893,0,0.000244339,0.002117609,0.257941033,0,0,0.098550252,0,0,0.000325786,,0,0,0,0.081772276,0,0.015474833,0,12319,41,No,13,0,52.9914,43.3647,2.4331,4
1672,PC-BV-BC-BY-CA-EL-FP-AC-ER-RI-CC-DF,0,MiSeqOSV020,20,E,2,1.503,5.696,50.0723,0,20.9956,1,1,1,,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0.067741667,0,0,0.225750145,0.198736597,0,0.105145042,0,0.011719724,8.31E-05,0.054775164,0.058847976,0,0.000166237,0.002077965,0,0.030255174,0,0.166985288,0,0,0.000415593,,0,0.077300308,0,0,0,0,0,12069,38,No,13,14.4759,82.3178,45.14,73.567,6.555947974
1673,PC-BO-BY-BL-BP-EL-FP-AC-ER-RI-CC-DF,0,MiSeqOSV020,20,F,2,2.304,18.1065,33.2971,16.955,9.9283,1,1,1,,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,8.40E-05,0.000168053,0.08553903,0.428451391,0,0.027728762,0,0.008234602,0.000168053,0.009663054,0.084194605,8.40E-05,8.40E-05,0.001764558,0.167296866,0,0,0.095370137,0,0,0.000672212,,0,0,0,0.081085623,0,0.009410974,0,11940,39,No,13,0,72.1729,33.1425,10.6899,5.2160721
1674,PJ-BV-BT-BC-BA-EL-FP-AC-BH-ER-RI-CC,0,MiSeqOSV020,20,G,2,1.851,13.0029,51.3379,3.3577,16.1086,1,1,1,,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0.196075472,0.001132075,0.192,0.000301887,0,0.266490566,0.00090566,0.113509434,0,0.008754717,7.55E-05,0.029811321,0.00045283,0,7.55E-05,0.002792453,0.001509434,0.055320755,0,0.001886792,0,0.001509434,0.001056604,,0,0.126188679,0,0.000150943,0,0,0,13285,35,No,13,63.8879,162.9557,41.3503,320.1799,6.423381575
1675,PC-BV-BC-BA-FP-CH-AC-CG-ER-RI-CC-DF,0,MiSeqOSV020,20,H,2,2.563,35.222,28.9653,16.3924,28.8461,1,1,1,,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0.082947469,0,0,7.98E-05,0.170844643,0.435574006,0,0.015807121,0.027702379,0.010937251,0.000319336,7.98E-05,0.000479004,0,0.000479004,0.002714354,0.00223535,0.016525627,0.011017084,0.076401086,0,7.98E-05,0.000798339,,0,0.144818777,0,7.98E-05,7.98E-05,0,0,12545,19,No,13,4.8279,13.0858,33.8058,31.6744,4.521417656
1676,PC-BO-BC-BY-BA-BP-FP-AC-ER-RI-CC-DF,0,MiSeqOSV020,20,A,3,2.808,37.0514,26.6043,30.9939,10.1203,1,1,1,,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0.127428065,0,0,8.06E-05,0.056500363,0.363020875,0,0.014104941,0,0.009671959,8.06E-05,8.06E-05,0.050132989,0,0.000161199,0.001047796,0.166921899,8.06E-05,0,0.061255743,0,0,0.000402998,,0,0.103167567,0,0.045861207,0,0,0,12454,47,No,13,0,25.3888,39.0878,9.6404,4
1677,BF-BO-BT-BU-BA-FP-CH-AC-BH-CG-ER-RI-CC-DF,0,MiSeqOSV020,20,B,3,2.239,27.6965,34.6949,8.5726,21.276,1,1,1,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0.07883693,0,0.091651679,0.012215228,0.00014988,0.387514988,0.001049161,0.036270983,0.020158873,0.007194245,0,7.49E-05,0,0.083633094,0.00029976,0.004271583,0.003147482,7.49E-05,0.01491307,0.132568945,7.49E-05,0,0.00044964,,0,7.49E-05,0,0.12514988,0.00022482,0,0,13409,65,No,13,6.7571,11.7968,20.8298,56.8394,4.48280655
1678,PC-BU-BL-BA-CA-EL-FP-AC-ER-RI-CC,0,MiSeqOSV020,20,C,3,2.543,22.9046,48.756,0,21.6986,1,1,1,,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0.160895807,0.057099746,0.000238247,0.014850699,0.307337992,0.383179797,7.94E-05,0.060514612,0,0.003017789,7.94E-05,0.005082592,0,0,0.000317662,0.001270648,0.000158831,0,0,0.002779543,0,0,0.000238247,,0,0.000238247,0,0,0,0.002620712,0,12609,17,No,13,0,77.8809,46.8152,4.844,6.060067896
1679,BO-BU-DP-BL-BP-FP-AC-ER-RI-CC-DL,0,MiSeqOSV020,20,D,3,2.308,38.3448,25.2259,51.5825,3.7103,1,1,1,,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0.000155412,0.000155412,0,0.006138783,0,0.43227912,7.77E-05,0.026264667,0,0.006760432,0.002486596,0,0,0,0.000310824,0.001476416,0.185950734,0,0,0,0,0,0.000699355,,0,0,0,0.06581708,0.261170254,0.010257207,0,13112,243,No,13,0,63.9514,52.2061,4.7619,4
1680,PJ-BY-DP-BL-BA-BP-EL-FP-CH-AC-ER-RI-CC,0,MiSeqOSV020,20,E,3,2.298,31.7525,30.6634,33.5756,5.5852,1,1,1,,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0.237297174,7.62E-05,0,0,0.000152358,0.376933039,0,0.024072522,0,0.013940733,0.002285366,0.006627562,0.09621391,0,0.000228537,0.002285366,0.221680506,0.000152358,0.006779919,7.62E-05,0.000152358,0.002513903,0,,0,0.000761789,0,0.000152358,7.62E-05,0.007541708,0,13208,81,No,13,0,111.5668,48.0832,10.6926,4.827722184
1681,PC-BV-BY-BU-BA-FP-AC-CG-ER-RI-CC-DL,0,MiSeqOSV020,20,F,3,2.4,32.1551,43.5927,10.6638,8.9475,1,1,1,,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0.153565935,8.10E-05,0.000161904,0.001457136,0.056342589,0.188213389,0,0.014247551,0.044847405,0.006314256,0.000161904,0,0.073504412,0.003076176,0,0.001133328,0.004371408,0.011818991,8.10E-05,0.00080952,0,8.10E-05,0.001942848,,0,8.10E-05,0,0.000161904,0.437464584,8.10E-05,0,12375,22,No,13,0,13.6635,30.7466,7.1824,4.556896864
1682,BV-BO-BT-BA-BP-CA-FP-AC-ER-RI-CC-DL-DF,0,MiSeqOSV020,20,G,3,2.126,42.5051,28.0444,35.5803,8.3452,1,1,1,,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0.116451017,0.002079482,0.090573013,7.70E-05,7.70E-05,0.327788047,7.70E-05,0.010320394,0,0.007855823,0.000154036,0.000154036,0,0,0.000154036,0.001232286,0.106438694,0.024414664,0,0.046133703,0,0,0.000154036,,0,0,0,0.037430684,0.228434997,0,0,13040,56,No,13,0,22.7794,35.1088,6.5359,4.887698698
1683,PC-PJ-BF-BO-BC-DP-FP-AC-ER-RI-CC,0,MiSeqOSV020,20,H,3,2.65,19.4192,29.3814,20.742,21.1539,1,1,1,,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.000173551,0.000260326,0.000173551,0.219194724,0.337382853,8.68E-05,0.139534884,0,0.053627213,0.002863589,0,0,0.122787227,0.000520653,0.001301631,8.68E-05,0,0,8.68E-05,0,0.001822284,0.002429712,,0,0.085300243,0,0.032193683,0.000173551,0,0,11596,72,No,13,3.5137,17.0905,29.832,20.823,4.028624249
1684,BF-BO-BU-BA-CA-FP-CH-AC-ER-RI-CC-DL-DF,0,MiSeqOSV020,20,A,4,2.144,38.8707,28.1922,34.8248,11.5078,1,1,1,,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0.129755997,0.023883375,0,0.012510339,0,0.304487179,0,0.012923904,0,0.013027295,0.000310174,0.000206782,0,0.079818031,0,0.003101737,0,0.000103391,0.010752688,0.062758478,0,0,0.000413565,,0,0,0,0.070822994,0.275124069,0,0,9721,49,No,13,0,20.5436,24.0216,14.2438,5.234636559
1685,BV-BF-BT-BC-BU-BA-EL-FP-AC-CG-ER-RI-CC,0,MiSeqOSV020,20,B,4,1.896,17.5572,45.9789,0,17.7899,1,1,1,,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0.156184486,0,0.155993901,0.007718696,0,0.233562035,0,0.050314465,0.081761006,0.008385744,0,0.051839146,0,0.092814942,0.000285878,0.002477606,0,0.028873642,0,0,0,0,9.53E-05,,0,0.129311988,0,9.53E-05,0.000285878,0,0,10502,8,No,13,25.3355,216.6508,42.5342,170.6729,6.596348346
1686,PC-PJ-BT-BC-DP-BP-EL-FP-AC-ER-RI-CC-DL-DF,0,MiSeqOSV020,20,C,4,2.078,31.1847,27.3262,46.2001,7.2122,1,1,1,,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0.00016544,0.101331789,0,0.025808586,0.314252626,0,0.016130366,0,0.00496319,0.001240797,0.005624948,0,0,0.00016544,0.001323517,0.143188022,8.27E-05,0,0.041938953,0,0.001406237,8.27E-05,,0,0.071552651,0,8.27E-05,0.270659277,0,0,12132,43,No,13,0,87.1966,27.8586,9.4311,4.799273057
1687,PC-BT-BC-BP-CA-EL-FP-CH-AC-BH-ER-RI-CC-DL-DF,0,MiSeqOSV020,20,D,4,1.974,15.2911,45.8717,0,13.4349,1,1,1,,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,8.94E-05,0.042359249,0.10357462,0,0.018766756,0.266666667,0.002144772,0.011796247,0.000446828,0.008132261,0.000268097,0.015192136,0,8.94E-05,0.000178731,0.000893655,0.042895442,0,0.006523682,0.036103664,0,0,0.000268097,,0,0.109025916,0,8.94E-05,0.334495085,0,0,11238,48,No,13,138.3047,123.9484,47.1335,625.0168,6.618802672
